Title,Artist,Album,Duration,FilePath
I Ain't Worried,OneRepublic,I Ain’t Worried (Music From The Motion Picture Top Gun: Maverick),148,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB
Try,P!nk,The Truth About Love,247,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0
This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,206,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF
7 Years,Lukas Graham,Lukas Graham,237,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk
Heartbreak Anniversary,Giveon,TAKE TIME,198,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp
Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,Cold Heart (PNAU Remix),202,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor; John Legend,Title (Deluxe),225,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez; Em Beihold,Until I Found You (Em Beihold Version),176,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN
She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition,259,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16
This Town,Niall Horan,Flicker (Deluxe),232,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS
Lil Boo Thang,Paul Russell,Lil Boo Thang,114,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3
STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,STAY (with Justin Bieber),141,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20
Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,Stuck with U,228,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH
Marry You,Bruno Mars,Doo-Wops & Hooligans,230,https://api.spotify.com/v1/tracks/6SKwQghsR8AISlxhcwyA9R
Dancing On My Own,Calum Scott,Only Human (Deluxe),260,https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ
Without Me,Halsey,Manic,201,https://api.spotify.com/v1/tracks/6FZDfxM3a3UCqtzo5pxSLZ
Leave Before You Love Me (with Jonas Brothers),Marshmello; Jonas Brothers,Leave Before You Love Me,154,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1
Best Day Of My Life,American Authors,Oh; What A Life,194,https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP
Sugar,Maroon 5,V,235,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk
The Middle,Zedd; Maren Morris; Grey,The Middle,184,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc
Lose You To Love Me,Selena Gomez,Rare,206,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,Late Night Feelings,217,https://api.spotify.com/v1/tracks/02dRkCEc8Q5ch4TTcnLxOn
Last Night,Morgan Wallen,3 Songs At A Time Sampler,163,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8
Royals,Lorde,Pure Heroine,190,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3
Bleeding Love,Leona Lewis,Spirit,262,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE
A Thousand Miles,Vanessa Carlton,Be Not Nobody,237,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP
Love Story (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),235,https://api.spotify.com/v1/tracks/6YvqWjhGD8mB5QXcbcUKtx
Señorita,Shawn Mendes; Camila Cabello,Señorita,190,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik
Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,220,https://api.spotify.com/v1/tracks/5JLv62qFIS1DR3zGEcApRt
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,242,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA
Wherever You Will Go,The Calling,Camino Palmero,208,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz
Somebody That I Used To Know,Gotye; Kimbra,Making Mirrors,244,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV
Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,224,https://api.spotify.com/v1/tracks/4esOae7i4rqTbAu9o5Pxco
You Know I'm No Good,Amy Winehouse,Back To Black (Deluxe Edition),257,https://api.spotify.com/v1/tracks/0DMRKqrpd0QO4RWiEdMib0
Be Alright,Dean Lewis,Be Alright,196,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm
Someone To You,BANNERS,Where The Shadow Ends,219,https://api.spotify.com/v1/tracks/2f0pn9DkEJwAzXApnFh5cr
Arcade,Duncan Laurence,Arcade,183,https://api.spotify.com/v1/tracks/1Xi84slp6FryDSCbzq4UCD
Fight Song,Rachel Platten,Wildfire,204,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr
Teenage Dream,Katy Perry,Teenage Dream,227,https://api.spotify.com/v1/tracks/5jzKL4BDMClWqRguW5qZvh
What About Us,P!nk,Beautiful Trauma,269,https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb
Demons,Imagine Dragons,Night Visions,175,https://api.spotify.com/v1/tracks/3LlAyCYU26dvFZBDUIMb7a
If You Love Her,Forest Blakk,If You Love Her,217,https://api.spotify.com/v1/tracks/727Z2S2mtNH46CbP9EWPwY
Issues,Julia Michaels,Nervous System,176,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0
You Say,Lauren Daigle,Look Up Child,274,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8cEraH49
If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,If the World Was Ending (feat. Julia Michaels),208,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ
Halo,Beyoncé,I AM...SASHA FIERCE,261,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb
We Are Young (feat. Janelle Monáe),fun.; Janelle Monáe,Some Nights,250,https://api.spotify.com/v1/tracks/7a86XRg84qjasly9f6bPSD
No One,Alicia Keys,As I Am (Expanded Edition),253,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv
Back To Black,Amy Winehouse,Back To Black,240,https://api.spotify.com/v1/tracks/30FURVTCpbKyykjSEQzGkH
10;000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,10;000 Hours (with Justin Bieber),167,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa
Rise Up,Andra Day,Cheers to the Fall,253,https://api.spotify.com/v1/tracks/0tV8pOpiNsKqUys0ilUcXz
Part Of Me,Katy Perry,Teenage Dream: The Complete Confection,216,https://api.spotify.com/v1/tracks/6yARPLK0PV4heEyh7pVMGz
jar of hearts,Christina Perri,lovestrong.,246,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m
Chandelier,Sia,1000 Forms Of Fear (Deluxe Version),216,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV
Control,Zoe Wees,Control,230,https://api.spotify.com/v1/tracks/50Td3qilgs8BLtv8mHyT1t
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,233,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh
Starboy,The Weeknd; Daft Punk,Starboy,230,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB
Without Me,Eminem,The Eminem Show,290,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk
Shape of You,Ed Sheeran,÷ (Deluxe),233,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3
Give Me Everything (feat. Nayer),Pitbull; AFROJACK; Ne-Yo; Nayer,Planet Pit (Deluxe Version),252,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W
Take on Me,a-ha,Hunting High and Low,225,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L
Hips Don't Lie (feat. Wyclef Jean),Shakira; Wyclef Jean,Oral Fixation; Vol. 2 (Expanded Edition),218,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V
Yeah! (feat. Lil Jon & Ludacris),USHER; Lil Jon; Ludacris,Confessions (Expanded Edition),250,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,199,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA
Livin' On A Prayer,Bon Jovi,Slippery When Wet,249,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF
Wake Me Up,Avicii,True,247,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2
Toxic,Britney Spears,In The Zone,198,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak
Sweet Dreams (Are Made of This) - 2005 Remaster,Eurythmics; Annie Lennox; Dave Stewart,Sweet Dreams (Are Made Of This),216,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS
TiK ToK,Kesha,Animal (Expanded Edition),199,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i
Sorry,Justin Bieber,Purpose (Deluxe),200,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF
Dancing Queen,ABBA,Arrival,230,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr
Outside (feat. Ellie Goulding),Calvin Harris; Ellie Goulding,Motion,227,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb
The Way I Are,Timbaland; Keri Hilson; D.O.E.,Shock Value,179,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn
Timber,Pitbull; Kesha,Global Warming: Meltdown (Deluxe Version),204,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS
The Nights,Avicii,The Days / Nights,176,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc
DJ Got Us Fallin' In Love (feat. Pitbull),USHER; Pitbull,Raymond v Raymond (Expanded Edition),220,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),211,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa
Ms. Jackson,Outkast,Stankonia,270,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV
Poker Face,Lady Gaga,The Fame,237,https://api.spotify.com/v1/tracks/1QV6tiMFM6fSOKOGLMHYYg
Time of Our Lives,Pitbull; Ne-Yo,Globalization,229,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r
Summer,Calvin Harris,Motion,222,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,291,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj
Don't Let Me Down,The Chainsmokers; Daya,Don't Let Me Down,208,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK
Gimme More,Britney Spears,Blackout,251,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH
24K Magic,Bruno Mars,24K Magic,225,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,238,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe
Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),216,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3
Stereo Hearts (feat. Adam Levine),Gym Class Heroes; Adam Levine,The Papercut Chronicles II,210,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz
Call Me Maybe,Carly Rae Jepsen,Kiss,193,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO
No Lie,Sean Paul; Dua Lipa,Mad Love The Prequel,221,https://api.spotify.com/v1/tracks/48QmG1dfvMuYLxMPt7KSRA
Titanium (feat. Sia),David Guetta; Sia,Nothing but the Beat (Ultimate Edition),245,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4
SexyBack (feat. Timbaland),Justin Timberlake; Timbaland,FutureSex/LoveSounds,242,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],289,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR
What Do You Mean?,Justin Bieber,Purpose (Deluxe),205,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,267,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy
Wannabe,Spice Girls,Spice,173,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5; Christina Aguilera,Hands All Over (Revised International Standard version),201,https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,211,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ
Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,153,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV
Just Dance,Lady Gaga; Colby O'Donis,The Fame,241,https://api.spotify.com/v1/tracks/1dzQoRqT5ucxXVaAhTcT0J
Blame (feat. John Newman),Calvin Harris; John Newman,Motion,212,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn
Candy Shop,50 Cent; Olivia,The Massacre,209,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,292,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6
Don't You Worry Child - Radio Edit,Swedish House Mafia; John Martin,Don't You Worry Child,212,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p
Sugar (feat. Francesco Yates),Robin Schulz; Francesco Yates,Sugar,219,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w
Rock Your Body,Justin Timberlake,Justified,267,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,238,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc
Believe,Cher,Believe,239,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR
Don't Go Breaking My Heart,Elton John; Kiki Dee,Rock Of The Westies,275,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5
Can't Get You out of My Head,Kylie Minogue,Fever,230,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7
Temperature,Sean Paul,The Trinity,218,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT
Latch,Disclosure; Sam Smith,Settle (Special Edition),255,https://api.spotify.com/v1/tracks/51ODNNDZm21HU7wI7cccRr
Waiting For Love,Avicii,Stories,230,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj
On The Floor,Jennifer Lopez; Pitbull,Love?,284,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN
9 to 5,Dolly Parton,9 To 5 And Odd Jobs,162,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG
Family Affair,Mary J. Blige,No More Drama,265,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu
Shake It Off,Taylor Swift,1989 (Deluxe),219,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD
Pon de Replay,Rihanna,Music Of The Sun,246,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov
Lady - Hear Me Tonight,Modjo,Modjo (Remastered),307,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6
All That She Wants,Ace of Base,The Sign,211,https://api.spotify.com/v1/tracks/6kWJvPfC4DgUpRsXKNa9z9
Wild Ones (feat. Sia),Flo Rida; Sia,Wild Ones,232,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk; Pharrell Williams; Nile Rodgers,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],248,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof
Levels - Radio Edit,Avicii,Levels,199,https://api.spotify.com/v1/tracks/5UqCQaDshqbIk3pkhy4Pjg
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,293,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5
Feel This Moment (feat. Christina Aguilera),Pitbull; Christina Aguilera,Global Warming: Meltdown (Deluxe Version),229,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl
I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),175,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie
Crazy In Love (feat. Jay-Z),Beyoncé; JAY-Z,Dangerously In Love,236,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr
This Is What You Came For,Calvin Harris; Rihanna,This Is What You Came For,222,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y
Can't Hold Us (feat. Ray Dalton),Macklemore; Ryan Lewis; Macklemore & Ryan Lewis; Ray Dalton,The Heist,258,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn
Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),210,https://api.spotify.com/v1/tracks/2EBCVPNAG46nbgs6jXPGvv
No Diggity,Blackstreet; Dr. Dre; Queen Pen,Another Level,304,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,238,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0
Club Can't Handle Me (feat. David Guetta),Flo Rida; David Guetta,Only One Flo (Part 1),234,https://api.spotify.com/v1/tracks/6ebkx7Q5tTxrCxKq4GYj0Y
International Love (feat. Chris Brown),Pitbull; Chris Brown,Planet Pit (Deluxe Version),227,https://api.spotify.com/v1/tracks/62zFEHfAYl5kdHYOivj4BC
Mamma Mia,ABBA,Abba,213,https://api.spotify.com/v1/tracks/2TxCwUlqaOH3TIyJqGgR91
Don't You Want Me,The Human League,Dare!,236,https://api.spotify.com/v1/tracks/3L7RtEcu1Hw3OXrpnthngx
CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS),Justin Timberlake, CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS),236,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc
Boogie Wonderland,Earth; Wind & Fire; The Emotions,I Am,288,https://api.spotify.com/v1/tracks/6ztstiyZL6FXzh4aG46ZPD
Under Control (feat. Hurts),Calvin Harris; Alesso; Hurts,Motion,184,https://api.spotify.com/v1/tracks/4J7CKHCF3mdL4diUsmW8lq
Con Calma,Daddy Yankee; Snow,Con Calma,193,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m
Glad You Came,The Wanted,Battleground (Deluxe Edition),197,https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj
Lean On (feat. MØ & DJ Snake),Major Lazer; MØ; DJ Snake,Peace Is The Mission : Extended,176,https://api.spotify.com/v1/tracks/2YWjW3wwQIBLNhxWKBQd16
Good Feeling,Flo Rida,Wild Ones,248,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8
Alors on danse - Radio Edit,Stromae,Cheese,206,https://api.spotify.com/v1/tracks/2GYHyAoLWpkxLVa4oYTVko
We Found Love,Rihanna; Calvin Harris,Talk That Talk,215,https://api.spotify.com/v1/tracks/0U10zFw4GlBacOy9VDGfGL
Jump - 2015 Remaster,Van Halen,1984 (Remastered),241,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j
Good Time,Owl City; Carly Rae Jepsen,The Midsummer Station,205,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX
Replay,Iyaz,Replay,182,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4
Break Free,Ariana Grande; Zedd,My Everything (Deluxe),214,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4
Freed From Desire - prod. Molella; Phil Jay,Gala; Molella; Phil Jay,Come Into My Life (The Album),213,https://api.spotify.com/v1/tracks/3u5N55tHf7hXATSQrjBh2q
Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',237,https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX
Ride Wit Me,Nelly; City Spud,Country Grammar,291,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ
Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,220,https://api.spotify.com/v1/tracks/6x4tKaOzfNJpEJHySoiJcs
One More Time,Daft Punk,Discovery,320,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV
Let's Groove,Earth; Wind & Fire,Raise!,339,https://api.spotify.com/v1/tracks/3koCCeSaVUyrRo3N2gHrd8
The Final Countdown,Europe,The Final Countdown (Expanded Edition),310,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK
Whenever; Wherever,Shakira,Laundry Service,196,https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG
Destination Calabria - Radio Edit,Alex Gaudino; Crystal Waters,Destination Calabria,223,https://api.spotify.com/v1/tracks/5TmFTHZp7HjBXjjsFvCY6h
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,Backstreet's Back,225,https://api.spotify.com/v1/tracks/1di1BEgJYzPvXUuinsYJGP
Like a Prayer,Madonna,Celebration (double disc version),342,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci
Hot N Cold,Katy Perry,One Of The Boys,220,https://api.spotify.com/v1/tracks/0iGckQFyv6svOfAbAY9aWJ
Bye Bye Bye,*NSYNC,No Strings Attached,200,https://api.spotify.com/v1/tracks/4r8lRYnoOGdEi6YyI5OC1o
Hot In Herre,Nelly,Nellyville,228,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY
Take A Chance On Me,ABBA,The Album,243,https://api.spotify.com/v1/tracks/5BckPAYcKEJuYs1eV1BHHe
Barbie Girl,Aqua,Aquarium (Special Edition),197,https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr
Give It To Me,Timbaland; Justin Timberlake; Nelly Furtado,Shock Value,234,https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx
Just Can't Get Enough,Depeche Mode,Speak and Spell (Deluxe),220,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT
Stayin' Alive,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),92,https://api.spotify.com/v1/tracks/4UDmDIqJIbrW0hMBQMFOsM
Return of the Mack,Mark Morrison,Return of the Mack,213,https://api.spotify.com/v1/tracks/3jDdpx9PMlfMBS5tOBHFm9
Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,365,https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ
Infinity 2008 - Klaas Vocal Edit,Guru Josh Project; Klaas,Infinity 2008,192,https://api.spotify.com/v1/tracks/3aQz0z86zrKjd1mcZlonxE
King,Olly Alexander (Years & Years),Communion (Deluxe),215,https://api.spotify.com/v1/tracks/3AeicLnm55RqcXGBKYQolM
December; 1963 (Oh What a Night!),Frankie Valli & The Four Seasons,Who Loves You,197,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN
Don't Worry (with Ray Dalton) - Radio Edit,Madcon; Ray Dalton,Don't Worry (feat. Ray Dalton),214,https://api.spotify.com/v1/tracks/63CSozvYUEudPp12679UVF
Livin' la Vida Loca,Ricky Martin,Ricky Martin,243,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd
Blurred Lines,Robin Thicke; T.I.; Pharrell Williams,Blurred Lines (Deluxe),263,https://api.spotify.com/v1/tracks/0n4bITAu0Y0nigrz3MFJMb
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna; Justin Timberlake; Timbaland,Celebration (double disc version),189,https://api.spotify.com/v1/tracks/1oHClQEgDmmbcEx12Kc5nZ
Call on Me - Radio Mix,Eric Prydz,Call on Me (Radio Mix),171,https://api.spotify.com/v1/tracks/1xNcBAoUw8Hz6LqK2jt4Ff
Best of My Love,The Emotions,Rejoice,220,https://api.spotify.com/v1/tracks/2M2WJ7gBlcKNxdhyfPp9zY
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,Bingo Players; Far East Movement,Get Up (Rattle) [feat. Far East Movement],166,https://api.spotify.com/v1/tracks/3wLPRjw2XQpmowqXUXb3UF
Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,226,https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta; Flo Rida; Nicki Minaj,Nothing but the Beat (Ultimate Edition),194,https://api.spotify.com/v1/tracks/7ks6AZmFcm3Y6PGGxGSmlB
I Kissed A Girl,Katy Perry,One Of The Boys,179,https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey; Cedric Gervais,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],214,https://api.spotify.com/v1/tracks/6PUIzlqotEmPuBfjbwYWOB
Dynamite,Taio Cruz,The Rokstarr Hits Collection,202,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV
Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,278,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9
Miami,Will Smith,Big Willie Style,197,https://api.spotify.com/v1/tracks/6e8Ou0wiqAzIpWb2eSxll8
Coco Jamboo,Mr. President,We See The Same Sun,218,https://api.spotify.com/v1/tracks/5fRvePkRGdpn2nKacG7I6d
Born to Be Alive - The Original,Patrick Hernandez,Born to Be Alive (The Original),188,https://api.spotify.com/v1/tracks/3XIEWK1V9n25PS9Vb6axj5
Music Sounds Better With You - Radio Edit,Stardust; Benjamin Diamond; Alan Braxe; Thomas Bangalter,Music Sounds Better With You,260,https://api.spotify.com/v1/tracks/1mv4lh1rW1K6xhxhJmEezy
Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),219,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql
